Nr;Timestamp;Zeit;T-Nr1;Temp1;T-Nr2;Temp2
703;1701583236;03.12.2023 07:00:36;97;34,3;132;27,4
704;1701583272;03.12.2023 07:01:12;97;35,2;132;27,6
705;1701583308;03.12.2023 07:01:48;97;36,1;132;27,8
706;1701583344;03.12.2023 07:02:24;97;37,1;132;28,1
707;1701583380;03.12.2023 07:03:00;97;37,8;132;28,3
708;1701583416;03.12.2023 07:03:36;97;37,6;132;28,4
709;1701583452;03.12.2023 07:04:12;97;37,1;132;28,4
710;1701583488;03.12.2023 07:04:48;97;36,4;132;28,4
711;1701583523;03.12.2023 07:05:23;97;35,7;132;28,3
712;1701583559;03.12.2023 07:05:59;97;34,9;132;28,3
713;1701583595;03.12.2023 07:06:35;97;34,2;132;28,2
714;1701583631;03.12.2023 07:07:11;97;33,4;132;28,1
715;1701583667;03.12.2023 07:07:47;97;32,7;132;28,1
716;1701583703;03.12.2023 07:08:23;97;32,1;132;28,1
717;1701583739;03.12.2023 07:08:59;97;31,4;132;27,9
718;1701583775;03.12.2023 07:09:35;97;30,8;132;27,8
719;1701583811;03.12.2023 07:10:11;97;30,3;132;27,7
720;1701583847;03.12.2023 07:10:47;97;30,9;132;27,6
721;1701583883;03.12.2023 07:11:23;97;31,9;132;27,5
722;1701583919;03.12.2023 07:11:59;97;32,9;132;27,4
723;1701583955;03.12.2023 07:12:35;97;33,9;132;27,4
724;1701583991;03.12.2023 07:13:11;97;34,9;132;27,4
725;1701584026;03.12.2023 07:13:46;97;35,9;132;27,5
726;1701584062;03.12.2023 07:14:22;97;36,8;132;27,8
727;1701584098;03.12.2023 07:14:58;97;37,3;132;28,0
728;1701584134;03.12.2023 07:15:34;97;37,1;132;28,3
729;1701584170;03.12.2023 07:16:10;97;36,6;132;28,4
730;1701584206;03.12.2023 07:16:46;97;36,1;132;28,4
731;1701584242;03.12.2023 07:17:22;97;35,4;132;28,4
732;1701584278;03.12.2023 07:17:58;97;34,6;132;28,4
733;1701584314;03.12.2023 07:18:34;97;33,9;132;28,3
734;1701584350;03.12.2023 07:19:10;97;33,2;132;28,3
735;1701584385;03.12.2023 07:19:45;97;32,5;132;28,2
736;1701584421;03.12.2023 07:20:21;97;31,8;132;28,1
737;1701584457;03.12.2023 07:20:57;97;31,1;132;28,0
738;1701584493;03.12.2023 07:21:33;97;30,5;132;27,9
739;1701584529;03.12.2023 07:22:09;97;30,1;132;27,8
740;1701584565;03.12.2023 07:22:45;97;31,0;132;27,7
741;1701584601;03.12.2023 07:23:21;97;32,1;132;27,6
742;1701584637;03.12.2023 07:23:57;97;33,1;132;27,6
743;1701584673;03.12.2023 07:24:33;97;34,1;132;27,8
744;1701584709;03.12.2023 07:25:09;97;35,1;132;27,9
745;1701584745;03.12.2023 07:25:45;97;36,1;132;28,2
746;1701584780;03.12.2023 07:26:20;97;37,0;132;28,4
747;1701584816;03.12.2023 07:26:56;97;37,6;132;28,7
748;1701584852;03.12.2023 07:27:32;97;37,5;132;28,8
749;1701584888;03.12.2023 07:28:08;97;37,1;132;28,8
750;1701584924;03.12.2023 07:28:44;97;36,4;132;28,7
751;1701584960;03.12.2023 07:29:20;97;35,8;132;28,6
752;1701584996;03.12.2023 07:29:56;97;34,9;132;28,5
753;1701585032;03.12.2023 07:30:32;97;34,2;132;28,4
754;1701585068;03.12.2023 07:31:08;97;33,4;132;28,4
755;1701585104;03.12.2023 07:31:44;97;32,7;132;28,3
756;1701585140;03.12.2023 07:32:20;97;32,0;132;28,2
757;1701585176;03.12.2023 07:32:56;97;31,3;132;28,1
758;1701585212;03.12.2023 07:33:32;97;30,6;132;28,1
759;1701585247;03.12.2023 07:34:07;97;30,1;132;27,9
760;1701585283;03.12.2023 07:34:43;97;30,5;132;27,8
761;1701585319;03.12.2023 07:35:19;97;31,7;132;27,7
762;1701585355;03.12.2023 07:35:55;97;32,6;132;27,7
763;1701585391;03.12.2023 07:36:31;97;33,6;132;27,7
764;1701585427;03.12.2023 07:37:07;97;34,7;132;27,7
765;1701585463;03.12.2023 07:37:43;97;35,7;132;27,8
766;1701585499;03.12.2023 07:38:19;97;36,6;132;27,9
767;1701585535;03.12.2023 07:38:55;97;37,2;132;28,2
768;1701585571;03.12.2023 07:39:31;97;37,0;132;28,4
769;1701585607;03.12.2023 07:40:07;97;36,6;132;28,6
770;1701585642;03.12.2023 07:40:42;97;35,9;132;28,7
771;1701585678;03.12.2023 07:41:18;97;35,3;132;28,6
772;1701585714;03.12.2023 07:41:54;97;34,5;132;28,6
773;1701585750;03.12.2023 07:42:30;97;33,8;132;28,5
774;1701585786;03.12.2023 07:43:06;97;33,1;132;28,4
775;1701585822;03.12.2023 07:43:42;97;32,4;132;28,4
776;1701585858;03.12.2023 07:44:18;97;31,8;132;28,3
777;1701585894;03.12.2023 07:44:54;97;31,1;132;28,3
778;1701585930;03.12.2023 07:45:30;97;30,5;132;28,1
779;1701585966;03.12.2023 07:46:06;97;29,9;132;28,0
780;1701586001;03.12.2023 07:46:41;97;30,1;132;27,9
781;1701586037;03.12.2023 07:47:17;97;31,2;132;27,8
782;1701586073;03.12.2023 07:47:53;97;32,3;132;27,7
783;1701586109;03.12.2023 07:48:29;97;33,3;132;27,6
784;1701586145;03.12.2023 07:49:05;97;34,3;132;27,7
785;1701586181;03.12.2023 07:49:41;97;35,3;132;27,8
786;1701586217;03.12.2023 07:50:17;97;36,3;132;27,9
787;1701586252;03.12.2023 07:50:52;97;36,8;132;28,2
788;1701586288;03.12.2023 07:51:28;97;36,6;132;28,4
789;1701586324;03.12.2023 07:52:04;97;36,1;132;28,6
790;1701586360;03.12.2023 07:52:40;97;35,6;132;28,7
791;1701586396;03.12.2023 07:53:16;97;34,9;132;28,6
792;1701586432;03.12.2023 07:53:52;97;34,2;132;28,6
793;1701586468;03.12.2023 07:54:28;97;33,4;132;28,6
794;1701586504;03.12.2023 07:55:04;97;32,7;132;28,6
795;1701586540;03.12.2023 07:55:40;97;32,1;132;28,5
796;1701586575;03.12.2023 07:56:15;97;31,4;132;28,4
797;1701586611;03.12.2023 07:56:51;97;30,8;132;28,4
798;1701586647;03.12.2023 07:57:27;97;30,3;132;28,3
799;1701586683;03.12.2023 07:58:03;97;29,7;132;28,1
800;1701586719;03.12.2023 07:58:39;97;29,9;132;28,0
801;1701586755;03.12.2023 07:59:15;97;31,2;132;27,9
802;1701586791;03.12.2023 07:59:51;97;32,2;132;27,8
803;1701586827;03.12.2023 08:00:27;97;33,1;132;27,8
804;1701586862;03.12.2023 08:01:02;97;34,1;132;27,8
805;1701586898;03.12.2023 08:01:38;97;35,1;132;27,8
806;1701586934;03.12.2023 08:02:14;97;36,1;132;27,9
807;1701586970;03.12.2023 08:02:50;97;36,6;132;28,1
808;1701587006;03.12.2023 08:03:26;97;36,4;132;28,3
809;1701587042;03.12.2023 08:04:02;97;36,1;132;28,5
810;1701587078;03.12.2023 08:04:38;97;35,5;132;28,6
811;1701587114;03.12.2023 08:05:14;97;34,8;132;28,6
812;1701587149;03.12.2023 08:05:49;97;34,1;132;28,6
813;1701587185;03.12.2023 08:06:25;97;33,4;132;28,7
814;1701587221;03.12.2023 08:07:01;97;32,7;132;28,7
815;1701587257;03.12.2023 08:07:37;97;32,1;132;28,6
816;1701587293;03.12.2023 08:08:13;97;31,4;132;28,6
817;1701587329;03.12.2023 08:08:49;97;30,8;132;28,5
818;1701587365;03.12.2023 08:09:25;97;30,3;132;28,4
819;1701587400;03.12.2023 08:10:00;97;29,7;132;28,3
820;1701587436;03.12.2023 08:10:36;97;29,3;132;28,2
821;1701587472;03.12.2023 08:11:12;97;30,1;132;28,0
822;1701587508;03.12.2023 08:11:48;97;31,4;132;27,9
823;1701587544;03.12.2023 08:12:24;97;32,3;132;27,8
824;1701587580;03.12.2023 08:13:00;97;33,4;132;27,8
825;1701587616;03.12.2023 08:13:36;97;34,4;132;27,8
826;1701587652;03.12.2023 08:14:12;97;35,4;132;27,9
827;1701587687;03.12.2023 08:14:47;97;36,4;132;28,1
828;1701587723;03.12.2023 08:15:23;97;36,6;132;28,2
829;1701587759;03.12.2023 08:15:59;97;36,3;132;28,4
830;1701587795;03.12.2023 08:16:35;97;35,6;132;28,6
831;1701587831;03.12.2023 08:17:11;97;35,0;132;28,6
832;1701587867;03.12.2023 08:17:47;97;34,4;132;28,7
833;1701587903;03.12.2023 08:18:23;97;33,7;132;28,7
834;1701587939;03.12.2023 08:18:59;97;33,1;132;28,8
835;1701587975;03.12.2023 08:19:35;97;32,4;132;28,7
836;1701588011;03.12.2023 08:20:11;97;31,8;132;28,7
837;1701588047;03.12.2023 08:20:47;97;31,1;132;28,6
838;1701588083;03.12.2023 08:21:23;97;30,6;132;28,6
839;1701588118;03.12.2023 08:21:58;97;30,1;132;28,4
840;1701588154;03.12.2023 08:22:34;97;29,6;132;28,2
841;1701588190;03.12.2023 08:23:10;97;29,6;132;28,1
842;1701588226;03.12.2023 08:23:46;97;30,7;132;27,9
843;1701588262;03.12.2023 08:24:22;97;31,7;132;27,8
844;1701588298;03.12.2023 08:24:58;97;32,7;132;27,8
845;1701588334;03.12.2023 08:25:34;97;33,8;132;27,8
846;1701588370;03.12.2023 08:26:10;97;34,8;132;27,8
847;1701588406;03.12.2023 08:26:46;97;35,8;132;27,9
848;1701588442;03.12.2023 08:27:22;97;36,3;132;28,2
849;1701588478;03.12.2023 08:27:58;97;36,2;132;28,4
850;1701588513;03.12.2023 08:28:33;97;35,8;132;28,6
851;1701588549;03.12.2023 08:29:09;97;35,3;132;28,6
852;1701588585;03.12.2023 08:29:45;97;34,6;132;28,6
853;1701588621;03.12.2023 08:30:21;97;33,8;132;28,6
854;1701588657;03.12.2023 08:30:57;97;33,1;132;28,4
855;1701588693;03.12.2023 08:31:33;97;32,4;132;28,4
856;1701588729;03.12.2023 08:32:09;97;31,8;132;28,3
857;1701588765;03.12.2023 08:32:45;97;31,1;132;28,3
858;1701588801;03.12.2023 08:33:21;97;30,6;132;28,2
859;1701588837;03.12.2023 08:33:57;97;30,1;132;28,1
860;1701588873;03.12.2023 08:34:33;97;29,6;132;28,0
861;1701588909;03.12.2023 08:35:09;97;29,1;132;27,9
862;1701588944;03.12.2023 08:35:44;97;28,8;132;27,8
863;1701588980;03.12.2023 08:36:20;97;29,9;132;27,8
864;1701589016;03.12.2023 08:36:56;97;31,3;132;27,8
865;1701589052;03.12.2023 08:37:32;97;32,3;132;27,7
866;1701589088;03.12.2023 08:38:08;97;33,1;132;27,7
867;1701589124;03.12.2023 08:38:44;97;34,3;132;27,7
868;1701589160;03.12.2023 08:39:20;97;35,3;132;27,8
869;1701589196;03.12.2023 08:39:56;97;35,8;132;27,9
870;1701589232;03.12.2023 08:40:32;97;35,6;132;28,0
871;1701589268;03.12.2023 08:41:08;97;35,0;132;28,1
872;1701589303;03.12.2023 08:41:43;97;34,5;132;28,3
873;1701589339;03.12.2023 08:42:19;97;33,9;132;28,4
874;1701589375;03.12.2023 08:42:55;97;33,3;132;28,5
875;1701589411;03.12.2023 08:43:31;97;32,7;132;28,6
876;1701589447;03.12.2023 08:44:07;97;32,1;132;28,6
877;1701589483;03.12.2023 08:44:43;97;31,4;132;28,7
878;1701589519;03.12.2023 08:45:19;97;30,9;132;28,6
879;1701589555;03.12.2023 08:45:55;97;30,4;132;28,6
880;1701589591;03.12.2023 08:46:31;97;29,9;132;28,6
881;1701589626;03.12.2023 08:47:06;97;29,4;132;28,5
882;1701589662;03.12.2023 08:47:42;97;28,9;132;28,4
883;1701589698;03.12.2023 08:48:18;97;28,8;132;28,3
884;1701589734;03.12.2023 08:48:54;97;29,9;132;28,2
885;1701589770;03.12.2023 08:49:30;97;31,2;132;28,1
886;1701589806;03.12.2023 08:50:06;97;32,3;132;27,9
887;1701589841;03.12.2023 08:50:41;97;33,3;132;27,9
888;1701589877;03.12.2023 08:51:17;97;34,3;132;27,9
889;1701589913;03.12.2023 08:51:53;97;35,3;132;27,9
890;1701589949;03.12.2023 08:52:29;97;36,1;132;28,0
891;1701589985;03.12.2023 08:53:05;97;36,1;132;28,1
892;1701590021;03.12.2023 08:53:41;97;35,7;132;28,2
893;1701590057;03.12.2023 08:54:17;97;35,2;132;28,4
894;1701590092;03.12.2023 08:54:52;97;34,6;132;28,5
895;1701590128;03.12.2023 08:55:28;97;33,9;132;28,6
896;1701590164;03.12.2023 08:56:04;97;33,3;132;28,6
897;1701590200;03.12.2023 08:56:40;97;32,6;132;28,8
898;1701590236;03.12.2023 08:57:16;97;31,9;132;28,8
899;1701590272;03.12.2023 08:57:52;97;31,3;132;28,8
900;1701590308;03.12.2023 08:58:28;97;30,6;132;28,8
901;1701590344;03.12.2023 08:59:04;97;29,9;132;28,7
902;1701590379;03.12.2023 08:59:39;97;29,3;132;28,6
903;1701590415;03.12.2023 09:00:15;97;28,8;132;28,4
904;1701590451;03.12.2023 09:00:51;97;28,3;132;28,2
905;1701590487;03.12.2023 09:01:27;97;29,3;132;28,1
906;1701590523;03.12.2023 09:02:03;97;30,8;132;27,9
907;1701590559;03.12.2023 09:02:39;97;32,1;132;27,9
908;1701590595;03.12.2023 09:03:15;97;33,0;132;27,9
909;1701590631;03.12.2023 09:03:51;97;34,0;132;27,8
910;1701590667;03.12.2023 09:04:27;97;35,0;132;27,9
911;1701590702;03.12.2023 09:05:02;97;35,8;132;27,9
912;1701590738;03.12.2023 09:05:38;97;35,8;132;28,1
913;1701590774;03.12.2023 09:06:14;97;35,4;132;28,3
914;1701590810;03.12.2023 09:06:50;97;34,8;132;28,4
915;1701590846;03.12.2023 09:07:26;97;34,2;132;28,6
916;1701590882;03.12.2023 09:08:02;97;33,5;132;28,6
917;1701590918;03.12.2023 09:08:38;97;32,9;132;28,8
918;1701590954;03.12.2023 09:09:14;97;32,3;132;28,8
919;1701590990;03.12.2023 09:09:50;97;31,7;132;28,8
920;1701591026;03.12.2023 09:10:26;97;31,0;132;28,8
921;1701591062;03.12.2023 09:11:02;97;30,4;132;28,8
922;1701591098;03.12.2023 09:11:38;97;29,8;132;28,8
923;1701591134;03.12.2023 09:12:14;97;29,3;132;28,6
924;1701591170;03.12.2023 09:12:50;97;28,8;132;28,5
925;1701591205;03.12.2023 09:13:25;97;28,4;132;28,4
926;1701591241;03.12.2023 09:14:01;97;29,3;132;28,2
927;1701591277;03.12.2023 09:14:37;97;30,8;132;28,1
928;1701591313;03.12.2023 09:15:13;97;31,9;132;27,9
929;1701591349;03.12.2023 09:15:49;97;32,9;132;27,9
930;1701591385;03.12.2023 09:16:25;97;33,9;132;27,9
931;1701591421;03.12.2023 09:17:01;97;35,1;132;28,0
932;1701591457;03.12.2023 09:17:37;97;35,8;132;28,1
933;1701591493;03.12.2023 09:18:13;97;35,8;132;28,3
934;1701591529;03.12.2023 09:18:49;97;35,5;132;28,4
935;1701591564;03.12.2023 09:19:24;97;35,0;132;28,4
936;1701591600;03.12.2023 09:20:00;97;34,4;132;28,6
937;1701591636;03.12.2023 09:20:36;97;33,8;132;28,8
938;1701591672;03.12.2023 09:21:12;97;33,1;132;28,8
939;1701591708;03.12.2023 09:21:48;97;32,4;132;28,8
940;1701591744;03.12.2023 09:22:24;97;31,8;132;28,7
941;1701591780;03.12.2023 09:23:00;97;31,3;132;28,7
942;1701591815;03.12.2023 09:23:35;97;30,7;132;28,6
943;1701591851;03.12.2023 09:24:11;97;30,2;132;28,6
944;1701591887;03.12.2023 09:24:47;97;29,6;132;28,4
945;1701591923;03.12.2023 09:25:23;97;29,2;132;28,3
946;1701591959;03.12.2023 09:25:59;97;28,7;132;28,3
947;1701591995;03.12.2023 09:26:35;97;28,4;132;28,1
948;1701592031;03.12.2023 09:27:11;97;29,4;132;28,1
949;1701592066;03.12.2023 09:27:46;97;30,7;132;27,9
950;1701592102;03.12.2023 09:28:22;97;31,9;132;27,9
951;1701592138;03.12.2023 09:28:58;97;32,7;132;27,9
952;1701592174;03.12.2023 09:29:34;97;33,7;132;27,9
953;1701592210;03.12.2023 09:30:10;97;34,6;132;28,1
954;1701592246;03.12.2023 09:30:46;97;35,1;132;28,1
955;1701592282;03.12.2023 09:31:22;97;35,0;132;28,3
956;1701592317;03.12.2023 09:31:57;97;34,8;132;28,4
957;1701592353;03.12.2023 09:32:33;97;34,3;132;28,6
958;1701592389;03.12.2023 09:33:09;97;33,8;132;28,7
959;1701592425;03.12.2023 09:33:45;97;33,2;132;28,8
960;1701592461;03.12.2023 09:34:21;97;32,6;132;28,8
961;1701592497;03.12.2023 09:34:57;97;31,9;132;28,8
962;1701592533;03.12.2023 09:35:33;97;31,3;132;28,8
963;1701592569;03.12.2023 09:36:09;97;30,8;132;28,6
964;1701592605;03.12.2023 09:36:45;97;30,3;132;28,6
965;1701592641;03.12.2023 09:37:21;97;29,8;132;28,6
966;1701592676;03.12.2023 09:37:56;97;29,3;132;28,4
967;1701592712;03.12.2023 09:38:32;97;28,9;132;28,4
968;1701592748;03.12.2023 09:39:08;97;28,4;132;28,3
969;1701592784;03.12.2023 09:39:44;97;28,5;132;28,1
970;1701592820;03.12.2023 09:40:20;97;29,8;132;28,1
971;1701592856;03.12.2023 09:40:56;97;30,9;132;27,9
972;1701592892;03.12.2023 09:41:32;97;31,9;132;27,9
973;1701592928;03.12.2023 09:42:08;97;33,0;132;27,9
974;1701592964;03.12.2023 09:42:44;97;34,1;132;27,9
975;1701592999;03.12.2023 09:43:19;97;34,9;132;28,1
976;1701593035;03.12.2023 09:43:55;97;34,9;132;28,2
977;1701593071;03.12.2023 09:44:31;97;34,6;132;28,4
978;1701593107;03.12.2023 09:45:07;97;34,2;132;28,5
979;1701593143;03.12.2023 09:45:43;97;33,7;132;28,6
980;1701593179;03.12.2023 09:46:19;97;33,1;132;28,6
981;1701593215;03.12.2023 09:46:55;97;32,5;132;28,6
982;1701593251;03.12.2023 09:47:31;97;31,9;132;28,6
983;1701593287;03.12.2023 09:48:07;97;31,3;132;28,6
984;1701593323;03.12.2023 09:48:43;97;30,8;132;28,6
985;1701593359;03.12.2023 09:49:19;97;30,2;132;28,6
986;1701593394;03.12.2023 09:49:54;97;29,6;132;28,5
987;1701593430;03.12.2023 09:50:30;97;29,1;132;28,5
988;1701593466;03.12.2023 09:51:06;97;28,6;132;28,4
989;1701593502;03.12.2023 09:51:42;97;28,2;132;28,3
990;1701593538;03.12.2023 09:52:18;97;27,8;132;28,3
991;1701593574;03.12.2023 09:52:54;97;28,2;132;28,1
992;1701593610;03.12.2023 09:53:30;97;29,7;132;28,1
993;1701593646;03.12.2023 09:54:06;97;31,1;132;28,0
994;1701593682;03.12.2023 09:54:42;97;32,2;132;27,9
995;1701593717;03.12.2023 09:55:17;97;33,0;132;27,9
996;1701593753;03.12.2023 09:55:53;97;34,1;132;28,0
997;1701593790;03.12.2023 09:56:30;97;34,9;132;28,1
998;1701593826;03.12.2023 09:57:06;97;35,0;132;28,3
999;1701593862;03.12.2023 09:57:42;97;34,8;132;28,4
1000;1701593898;03.12.2023 09:58:18;97;34,4;132;28,6
1001;1701593934;03.12.2023 09:58:54;97;33,8;132;28,6
1002;1701593969;03.12.2023 09:59:29;97;33,2;132;28,6
1003;1701594005;03.12.2023 10:00:05;97;32,6;132;28,6
1004;1701594041;03.12.2023 10:00:41;97;31,8;132;28,6
1005;1701594077;03.12.2023 10:01:17;97;31,3;132;28,6
1006;1701594113;03.12.2023 10:01:53;97;30,7;132;28,6
1007;1701594149;03.12.2023 10:02:29;97;30,2;132;28,6
1008;1701594185;03.12.2023 10:03:05;97;29,8;132;28,5
1009;1701594221;03.12.2023 10:03:41;97;29,3;132;28,4
1010;1701594257;03.12.2023 10:04:17;97;28,8;132;28,4
1011;1701594293;03.12.2023 10:04:53;97;28,3;132;28,3
1012;1701594329;03.12.2023 10:05:29;97;27,9;132;28,2
1013;1701594365;03.12.2023 10:06:05;97;28,1;132;28,1
1014;1701594401;03.12.2023 10:06:41;97;29,7;132;28,0
1015;1701594437;03.12.2023 10:07:17;97;31,0;132;27,9
1016;1701594473;03.12.2023 10:07:53;97;31,9;132;27,9
1017;1701594509;03.12.2023 10:08:29;97;32,7;132;27,9
1018;1701594544;03.12.2023 10:09:04;97;33,6;132;28,0
1019;1701594580;03.12.2023 10:09:40;97;34,4;132;28,1
1020;1701594616;03.12.2023 10:10:16;97;34,5;132;28,3
1021;1701594652;03.12.2023 10:10:52;97;34,3;132;28,4
1022;1701594688;03.12.2023 10:11:28;97;33,9;132;28,6
1023;1701594724;03.12.2023 10:12:04;97;33,4;132;28,7
1024;1701594760;03.12.2023 10:12:40;97;32,8;132;28,7
1025;1701594796;03.12.2023 10:13:16;97;32,3;132;28,7
1026;1701594832;03.12.2023 10:13:52;97;31,7;132;28,7
1027;1701594867;03.12.2023 10:14:27;97;31,1;132;28,7
1028;1701594903;03.12.2023 10:15:03;97;30,6;132;28,7
1029;1701594939;03.12.2023 10:15:39;97;30,1;132;28,6
1030;1701594975;03.12.2023 10:16:15;97;29,6;132;28,6
1031;1701595011;03.12.2023 10:16:51;97;29,2;132;28,6
1032;1701595047;03.12.2023 10:17:27;97;28,8;132;28,4
1033;1701595083;03.12.2023 10:18:03;97;28,4;132;28,4
1034;1701595119;03.12.2023 10:18:39;97;28,0;132;28,3
1035;1701595155;03.12.2023 10:19:15;97;28,6;132;28,1
1036;1701595191;03.12.2023 10:19:51;97;30,3;132;28,1
1037;1701595227;03.12.2023 10:20:27;97;31,5;132;27,9
1038;1701595263;03.12.2023 10:21:03;97;32,5;132;27,9
1039;1701595299;03.12.2023 10:21:39;97;33,5;132;27,9
1040;1701595334;03.12.2023 10:22:14;97;34,6;132;27,9
1041;1701595370;03.12.2023 10:22:50;97;35,0;132;27,9
1042;1701595406;03.12.2023 10:23:26;97;34,9;132;28,0
1043;1701595442;03.12.2023 10:24:02;97;34,5;132;28,1
1044;1701595478;03.12.2023 10:24:38;97;33,9;132;28,3
1045;1701595514;03.12.2023 10:25:14;97;33,4;132;28,3
1046;1701595550;03.12.2023 10:25:50;97;32,9;132;28,4
1047;1701595586;03.12.2023 10:26:26;97;32,3;132;28,5
1048;1701595622;03.12.2023 10:27:02;97;31,6;132;28,5
1049;1701595658;03.12.2023 10:27:38;97;31,1;132;28,6
1050;1701595694;03.12.2023 10:28:14;97;30,6;132;28,6
1051;1701595730;03.12.2023 10:28:50;97;30,2;132;28,6
1052;1701595766;03.12.2023 10:29:26;97;29,7;132;28,6
1053;1701595801;03.12.2023 10:30:01;97;29,2;132;28,5
1054;1701595837;03.12.2023 10:30:37;97;28,8;132;28,4
1055;1701595873;03.12.2023 10:31:13;97;28,3;132;28,3
1056;1701595909;03.12.2023 10:31:49;97;27,9;132;28,1
1057;1701595945;03.12.2023 10:32:25;97;27,5;132;28,0
1058;1701595981;03.12.2023 10:33:01;97;28,1;132;27,9
1059;1701596017;03.12.2023 10:33:37;97;29,8;132;27,8
1060;1701596053;03.12.2023 10:34:13;97;31,1;132;27,7
1061;1701596089;03.12.2023 10:34:49;97;32,0;132;27,7
1062;1701596125;03.12.2023 10:35:25;97;33,1;132;27,7
1063;1701596161;03.12.2023 10:36:01;97;34,1;132;27,8
1064;1701596197;03.12.2023 10:36:37;97;34,3;132;27,8
1065;1701596232;03.12.2023 10:37:12;97;34,2;132;28,0
1066;1701596268;03.12.2023 10:37:48;97;33,7;132;28,0
1067;1701596304;03.12.2023 10:38:24;97;33,2;132;28,1
1068;1701596340;03.12.2023 10:39:00;97;32,6;132;28,3
1069;1701596376;03.12.2023 10:39:36;97;32,0;132;28,3
1070;1701596412;03.12.2023 10:40:12;97;31,4;132;28,4
1071;1701596448;03.12.2023 10:40:48;97;30,9;132;28,4
1072;1701596484;03.12.2023 10:41:24;97;30,4;132;28,4
1073;1701596520;03.12.2023 10:42:00;97;30,0;132;28,4
1074;1701596555;03.12.2023 10:42:35;97;29,5;132;28,4
1075;1701596591;03.12.2023 10:43:11;97;29,0;132;28,4
1076;1701596627;03.12.2023 10:43:47;97;28,6;132;28,3
1077;1701596664;03.12.2023 10:44:24;97;28,1;132;28,2
1078;1701596700;03.12.2023 10:45:00;97;27,8;132;28,1
1079;1701596736;03.12.2023 10:45:36;97;27,4;132;28,0
1080;1701596772;03.12.2023 10:46:12;97;27,0;132;27,9
1081;1701596807;03.12.2023 10:46:47;97;28,1;132;27,8
1082;1701596843;03.12.2023 10:47:23;97;29,8;132;27,7
1083;1701596879;03.12.2023 10:47:59;97;31,1;132;27,7
1084;1701596915;03.12.2023 10:48:35;97;32,1;132;27,7
1085;1701596951;03.12.2023 10:49:11;97;33,1;132;27,8
1086;1701596987;03.12.2023 10:49:47;97;34,1;132;27,8
1087;1701597023;03.12.2023 10:50:23;97;34,1;132;27,9
1088;1701597059;03.12.2023 10:50:59;97;33,9;132;28,0
1089;1701597095;03.12.2023 10:51:35;97;33,4;132;28,1
1090;1701597131;03.12.2023 10:52:11;97;32,8;132;28,2
1091;1701597167;03.12.2023 10:52:47;97;32,3;132;28,3
1092;1701597202;03.12.2023 10:53:22;97;31,8;132;28,3
1093;1701597238;03.12.2023 10:53:58;97;31,2;132;28,4
1094;1701597274;03.12.2023 10:54:34;97;30,7;132;28,4
1095;1701597310;03.12.2023 10:55:10;97;30,2;132;28,4
1096;1701597346;03.12.2023 10:55:46;97;29,8;132;28,4
1097;1701597382;03.12.2023 10:56:22;97;29,3;132;28,4
1098;1701597418;03.12.2023 10:56:58;97;28,9;132;28,4
1099;1701597454;03.12.2023 10:57:34;97;28,6;132;28,3
1100;1701597490;03.12.2023 10:58:10;97;28,3;132;28,2
1101;1701597526;03.12.2023 10:58:46;97;27,9;132;28,1
1102;1701597562;03.12.2023 10:59:22;97;27,5;132;28,0
1103;1701597598;03.12.2023 10:59:58;97;27,3;132;27,9
1104;1701597634;03.12.2023 11:00:34;97;28,5;132;27,8
1105;1701597669;03.12.2023 11:01:09;97;30,1;132;27,7
1106;1701597705;03.12.2023 11:01:45;97;31,4;132;27,7
1107;1701597741;03.12.2023 11:02:21;97;32,4;132;27,7
1108;1701597777;03.12.2023 11:02:57;97;33,3;132;27,7
1109;1701597813;03.12.2023 11:03:33;97;34,0;132;27,8
1110;1701597849;03.12.2023 11:04:09;97;33,9;132;27,9
1111;1701597885;03.12.2023 11:04:45;97;33,5;132;27,9
1112;1701597921;03.12.2023 11:05:21;97;32,9;132;28,1
1113;1701597957;03.12.2023 11:05:57;97;32,5;132;28,2
1114;1701597993;03.12.2023 11:06:33;97;32,1;132;28,3
1115;1701598029;03.12.2023 11:07:09;97;31,6;132;28,3
1116;1701598065;03.12.2023 11:07:45;97;31,1;132;28,4
1117;1701598101;03.12.2023 11:08:21;97;30,6;132;28,4
1118;1701598137;03.12.2023 11:08:57;97;30,1;132;28,4
1119;1701598172;03.12.2023 11:09:32;97;29,6;132;28,4
1120;1701598208;03.12.2023 11:10:08;97;29,0;132;28,4
1121;1701598244;03.12.2023 11:10:44;97;28,5;132;28,4
1122;1701598280;03.12.2023 11:11:20;97;28,0;132;28,3
1123;1701598316;03.12.2023 11:11:56;97;27,5;132;28,2
1124;1701598352;03.12.2023 11:12:32;97;27,1;132;28,1
1125;1701598388;03.12.2023 11:13:08;97;26,7;132;28,0
1126;1701598424;03.12.2023 11:13:44;97;26,4;132;27,9
1127;1701598460;03.12.2023 11:14:20;97;27,3;132;27,8
1128;1701598496;03.12.2023 11:14:56;97;28,8;132;27,7
1129;1701598532;03.12.2023 11:15:32;97;30,4;132;27,6
1130;1701598567;03.12.2023 11:16:07;97;31,6;132;27,6
1131;1701598603;03.12.2023 11:16:43;97;32,7;132;27,7
1132;1701598639;03.12.2023 11:17:19;97;33,6;132;27,8
1133;1701598675;03.12.2023 11:17:55;97;33,7;132;27,8
1134;1701598711;03.12.2023 11:18:31;97;33,6;132;27,9
